Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,dept,Existing or Left
4748,0.78,0.58,3,224,2,0,0,medium,sales,1
4749,0.92,0.99,5,236,4,0,0,medium,sales,1
4750,0.71,0.98,5,213,3,0,0,medium,sales,1
4751,0.15,0.42,4,238,3,0,0,medium,sales,1
4752,0.14,0.83,5,153,5,1,0,medium,sales,1
4753,0.56,0.72,4,247,2,0,0,medium,sales,1
4754,1,0.84,3,154,3,0,0,medium,sales,1
4755,0.77,0.82,3,147,4,0,0,high,sales,1
4756,0.86,0.66,3,150,2,0,0,low,sales,1
4757,0.88,0.95,3,137,3,0,0,low,sales,1
4758,0.85,0.84,5,179,3,0,0,low,sales,1
4759,0.95,0.56,5,194,2,0,0,high,sales,1
4760,0.65,0.65,4,224,3,0,0,low,sales,1
4761,0.7,0.55,3,253,2,1,0,low,accounting,1
4762,0.6,0.55,3,177,3,1,0,low,accounting,1
4763,0.84,0.83,3,215,3,0,0,high,accounting,1
4764,0.23,0.59,5,245,5,0,0,low,hr,1
4765,0.89,0.75,3,134,3,0,0,low,hr,1
4766,0.98,0.91,4,273,2,0,0,low,hr,1
4767,0.88,0.83,4,163,3,0,0,low,hr,1
4768,0.87,0.52,3,152,4,0,0,low,technical,1
4769,0.93,0.96,3,268,4,0,0,low,technical,1
4771,0.99,0.56,6,128,4,0,0,medium,technical,1
4772,0.52,0.51,3,218,2,1,0,medium,technical,1
4773,0.58,0.98,3,146,3,0,0,medium,technical,1
4774,0.85,0.57,5,190,2,1,0,medium,technical,1
4775,0.41,0.59,2,182,3,0,0,medium,technical,1
4776,1,0.8,5,162,3,1,0,medium,technical,1
4777,0.63,0.64,3,243,3,0,0,medium,technical,1
4778,0.63,0.58,4,141,3,1,0,medium,technical,1
4779,0.63,0.9,3,142,3,0,0,medium,support,1
4780,0.59,0.62,3,203,4,0,0,medium,support,1
4781,0.88,0.77,4,168,4,0,0,medium,support,1
4782,0.72,0.7,3,149,3,0,0,medium,support,1
4783,0.67,0.81,4,168,2,0,0,high,support,1
4784,0.41,0.54,2,190,4,0,0,low,support,1
4785,0.3,0.68,3,229,6,0,0,medium,support,1
4786,0.83,0.84,3,249,2,0,0,medium,support,1
4787,0.73,0.93,4,162,2,1,0,medium,support,1
4788,0.87,0.9,4,163,2,0,0,medium,support,1
4789,0.93,0.74,2,169,4,0,0,low,support,1
4790,0.97,0.91,4,257,3,1,0,low,technical,1
4791,0.7,0.54,4,150,4,0,0,low,technical,1
4792,0.66,0.95,4,183,3,0,0,low,technical,1
4793,0.62,0.66,3,208,3,0,0,low,management,1
4794,0.56,0.52,4,158,2,0,0,low,IT,1
4795,0.32,0.72,2,240,5,0,0,low,IT,1
4796,0.55,0.81,5,251,3,0,0,low,IT,1
4797,0.69,0.91,5,205,2,0,0,low,IT,1
4798,0.91,0.63,4,226,3,1,0,low,IT,1
4799,0.33,0.82,5,249,6,0,0,low,product_mng,1
4800,0.37,0.74,2,197,3,0,0,low,product_mng,1
4801,0.95,0.57,5,216,3,0,0,low,product_mng,1
4802,0.17,0.91,4,260,5,0,0,low,product_mng,1
4803,0.95,0.53,4,263,3,0,0,low,IT,1
4804,0.27,0.69,2,177,5,0,0,low,RandD,1
4805,0.91,0.95,4,171,3,0,0,low,RandD,1
4806,0.49,0.61,3,148,2,1,0,low,RandD,1
4807,0.6,0.56,4,138,3,0,0,low,RandD,1
4808,0.52,0.57,4,183,3,0,0,low,RandD,1
4809,0.54,0.65,3,202,3,0,0,low,marketing,1
4810,0.86,0.53,4,160,2,1,0,medium,sales,1
4811,0.78,0.87,4,264,3,0,0,medium,accounting,1
4812,0.6,0.81,4,245,3,1,0,medium,support,1
4813,0.15,0.91,2,207,3,0,0,medium,technical,1
4814,0.72,0.92,3,225,3,0,0,medium,management,1
4815,0.94,0.85,4,236,2,0,0,medium,marketing,1
4816,0.92,0.56,4,170,3,0,0,medium,marketing,1
4817,0.6,0.88,3,261,3,1,0,medium,marketing,1
4818,0.41,0.68,4,273,3,0,0,medium,sales,1
4819,0.5,0.43,3,184,2,0,0,medium,sales,1
4820,0.8,0.91,3,202,2,0,0,medium,sales,1
4821,0.67,0.83,4,195,3,0,0,medium,sales,1
4822,0.71,0.88,4,266,3,0,0,high,sales,1
4823,0.66,0.85,3,266,5,0,0,low,sales,1
4824,0.77,0.74,5,263,2,0,0,medium,sales,1
4825,0.62,0.54,3,142,2,0,0,medium,sales,1
4826,0.95,0.53,4,162,3,0,0,medium,sales,1
4827,0.89,0.75,5,258,2,0,0,medium,sales,1
4828,0.74,0.83,4,170,2,0,0,low,sales,1
4829,0.19,0.8,4,249,5,0,0,low,sales,1
4830,0.83,0.77,3,171,3,0,0,low,sales,1
4831,0.53,0.64,2,177,4,0,0,low,sales,1
4832,0.98,0.75,5,188,2,0,0,low,sales,1
4833,0.74,0.99,5,146,2,0,0,low,sales,1
4834,0.22,0.88,5,154,5,0,0,low,sales,1
4835,0.76,0.68,4,204,3,1,0,low,sales,1
4836,0.89,0.91,5,224,3,1,0,low,sales,1
4837,0.5,0.84,3,156,4,0,0,low,accounting,1
4838,0.17,0.82,6,259,4,0,0,low,accounting,1
4839,0.46,0.38,6,165,3,0,0,low,accounting,1
4840,0.68,0.78,3,264,3,0,0,low,hr,1
4841,0.77,0.86,4,215,2,0,0,low,hr,1
4842,0.68,0.83,3,133,3,0,0,low,hr,1
4843,0.15,0.7,4,220,4,0,0,low,hr,1
4844,0.7,0.98,4,176,5,0,0,low,technical,1
4845,0.66,0.96,4,103,2,0,0,low,technical,1
4846,0.54,0.52,5,155,3,0,0,low,technical,1
4847,0.57,0.57,4,141,3,0,0,low,technical,1
4848,0.78,0.58,3,150,3,1,0,low,technical,1
4849,0.14,0.83,5,171,6,0,0,medium,technical,1
4850,0.73,0.86,4,179,3,0,0,medium,technical,1
4851,0.65,0.97,4,145,2,0,0,medium,technical,1
4852,0.31,0.59,3,176,3,0,0,medium,technical,1
4853,0.77,0.55,2,172,2,0,0,medium,technical,1
4854,0.68,0.85,3,243,4,0,0,medium,technical,1
4855,0.79,0.69,4,209,2,0,0,medium,support,1
4856,0.92,0.62,4,196,3,0,0,medium,support,1
4857,0.77,0.96,6,225,4,0,0,medium,support,1
4858,0.48,0.89,3,261,2,0,0,medium,support,1
4859,0.63,0.66,4,157,2,0,0,medium,support,1
4860,0.92,0.49,5,259,3,1,0,medium,support,1
4861,0.5,0.85,4,224,6,0,0,high,support,1
4862,0.52,0.91,5,193,2,0,0,low,support,1
4863,0.73,0.79,4,157,3,0,0,medium,support,1
4864,0.99,0.87,4,223,3,0,0,medium,support,1
4865,0.91,0.99,3,188,3,1,0,medium,support,1
4866,0.85,0.79,3,217,2,0,0,medium,technical,1
4867,0.95,0.69,4,207,2,1,0,low,technical,1
4868,0.67,0.85,3,153,4,0,0,low,technical,1
4869,0.86,0.55,3,269,2,0,0,low,management,1
4870,0.71,0.54,4,198,3,0,0,low,IT,1
4871,0.99,0.95,4,102,5,0,0,low,IT,1
4872,0.57,0.61,3,167,2,1,0,low,IT,1
4873,0.98,0.72,3,252,2,0,0,low,IT,1
4874,0.62,0.58,3,192,2,0,0,low,IT,1
4875,0.74,0.79,5,237,4,0,0,low,product_mng,1
4876,0.7,0.6,4,158,3,0,0,low,product_mng,1
4877,0.8,0.93,3,260,3,0,0,low,product_mng,1
4878,0.65,0.69,4,153,3,0,0,low,product_mng,1
4879,0.53,0.52,3,233,4,0,0,low,IT,1
4880,0.43,0.62,2,180,3,0,0,low,RandD,1
4881,0.59,0.65,4,163,3,1,0,low,RandD,1
4882,0.16,0.96,6,211,6,1,0,low,RandD,1
4883,0.84,0.8,3,151,3,1,0,low,RandD,1
4884,0.78,0.95,3,249,4,0,0,low,RandD,1
4885,0.66,0.91,5,199,3,1,0,low,marketing,1
4886,0.7,0.74,4,247,2,0,0,low,sales,1
4887,0.73,0.63,4,174,3,0,0,low,accounting,1
4888,0.65,0.88,4,268,4,0,0,medium,support,1
4889,0.79,0.59,5,197,4,0,0,medium,technical,1
4890,0.57,0.68,4,154,3,1,0,medium,management,1
4891,0.24,0.58,5,279,4,0,0,medium,marketing,1
4892,0.95,0.78,3,204,2,1,0,medium,marketing,1
4893,0.38,0.54,2,112,3,0,0,medium,marketing,1
4894,0.9,0.78,4,261,2,1,0,medium,sales,1
4895,0.5,0.4,3,180,4,0,0,medium,sales,1
4896,0.68,0.61,3,261,5,0,0,medium,sales,1
4897,0.5,0.78,6,138,3,0,0,medium,sales,1
4898,0.85,0.81,4,164,4,0,0,medium,sales,1
4899,0.95,0.52,3,144,3,0,0,medium,sales,1
4900,0.92,0.92,3,244,2,0,0,high,sales,1
4901,0.83,0.87,5,233,3,0,0,low,sales,1
4902,0.9,0.78,4,225,2,1,0,medium,sales,1
4903,0.21,0.77,6,215,4,0,0,medium,sales,1
4904,0.94,0.86,3,223,4,0,0,medium,sales,1
4905,0.7,0.85,4,232,3,0,0,medium,sales,1
4906,0.54,0.76,3,157,4,0,0,low,sales,1
4907,0.77,0.65,4,268,3,0,0,low,sales,1
4908,0.62,0.49,3,158,2,0,0,low,sales,1
4909,0.93,0.55,5,222,2,0,0,low,sales,1
4910,0.81,0.86,3,210,3,0,0,low,sales,1
4911,0.99,0.79,4,133,2,0,0,low,sales,1
4912,0.78,0.49,3,224,3,0,0,low,sales,1
4913,0.66,0.63,5,264,5,0,0,low,accounting,1
4914,0.9,0.72,5,237,2,0,0,low,accounting,1
4915,0.74,0.53,5,141,2,0,0,low,accounting,1
4916,0.65,0.78,4,238,5,1,0,low,hr,1
4917,0.99,0.52,4,167,3,0,0,low,hr,1
4918,0.83,0.72,4,161,3,0,0,low,hr,1
4919,0.6,0.82,4,194,3,0,0,low,hr,1
4920,0.55,0.93,3,217,3,1,0,low,technical,1
4921,0.96,0.71,3,170,3,0,0,low,technical,1
4922,0.83,0.94,4,243,3,0,0,low,technical,1
4923,0.95,0.7,4,267,3,1,0,low,technical,1
4924,0.77,0.88,2,169,3,0,0,medium,technical,1
4925,0.83,0.95,3,255,3,0,0,medium,technical,1
4926,0.87,0.54,4,211,3,0,0,medium,technical,1
4927,0.69,0.49,3,198,4,0,0,medium,technical,1
4928,0.67,0.58,3,246,3,0,0,medium,technical,1
4929,0.55,0.49,3,146,2,0,0,medium,technical,1
4930,0.55,0.82,4,134,6,0,0,medium,technical,1
4931,0.39,0.48,3,169,3,0,0,medium,support,1
4932,0.51,0.93,5,232,3,0,0,medium,support,1
4933,0.39,0.38,2,106,3,1,0,medium,support,1
4934,0.96,0.93,4,260,3,0,0,medium,support,1
4935,0.68,0.81,3,232,2,0,0,medium,support,1
4936,0.67,0.71,4,173,3,0,0,high,support,1
4937,0.68,0.44,5,152,5,0,0,low,support,1
4938,0.56,0.58,3,173,3,0,0,medium,support,1
4939,0.9,0.7,3,274,3,0,0,medium,support,1
4940,0.69,0.59,3,233,3,0,0,medium,support,1
4941,0.99,0.71,4,232,3,0,0,medium,support,1
4942,0.42,0.59,3,156,2,0,0,low,technical,1
4943,0.28,0.51,3,124,3,0,0,low,technical,1
4944,0.55,0.65,3,207,3,0,0,low,technical,1
4945,0.91,0.53,3,273,6,0,0,low,management,1
4946,0.53,0.98,3,219,4,0,0,low,IT,1
4947,0.87,0.74,4,207,3,0,0,low,IT,1
4948,0.57,0.6,4,248,4,0,0,low,IT,1
4949,0.59,0.77,3,169,3,0,0,low,IT,1
4950,0.76,0.89,4,181,3,0,0,low,IT,1
4951,0.59,0.42,3,196,3,0,0,low,product_mng,1
4952,0.5,0.54,3,254,2,0,0,low,product_mng,1
4953,0.55,0.55,4,191,4,0,0,low,product_mng,1
4954,0.92,0.53,3,238,2,0,0,low,product_mng,1
4955,0.8,0.51,5,196,3,0,0,low,IT,1
4956,0.93,0.66,4,228,3,0,0,low,RandD,1
4957,0.67,0.57,4,165,3,0,0,low,RandD,1
4958,0.78,0.55,3,144,2,0,0,low,RandD,1
4959,0.61,0.7,4,243,3,0,0,low,RandD,1
4960,0.74,0.84,3,206,3,0,0,low,RandD,1
4961,0.5,0.49,3,180,3,1,0,low,marketing,1
4962,0.84,0.96,3,161,2,1,0,low,sales,1
4963,0.89,0.55,4,196,2,0,0,medium,accounting,1
4964,0.77,0.89,5,152,3,0,0,medium,support,1
4965,0.64,0.71,3,231,4,0,0,medium,technical,1
4966,0.77,0.89,2,215,5,1,0,medium,management,1
4967,0.74,0.58,4,233,4,0,0,medium,marketing,1
4968,0.88,0.96,4,155,2,0,0,medium,marketing,1
4969,0.88,0.96,5,182,4,1,0,medium,marketing,1
4970,0.89,0.88,3,165,4,0,0,medium,sales,1
4971,0.74,0.59,2,257,4,1,0,medium,sales,1
4972,0.63,0.74,4,155,2,0,0,medium,sales,1
4973,0.63,0.8,4,243,2,0,0,medium,sales,1
4974,0.68,0.92,2,184,4,0,0,medium,sales,1
4975,0.14,0.81,4,138,3,1,0,high,sales,1
4976,0.86,0.94,5,209,4,0,0,low,sales,1
4977,0.73,0.53,3,205,2,0,0,medium,sales,1
4978,0.57,0.56,3,191,3,0,0,medium,sales,1
4979,0.97,0.75,5,270,3,1,0,medium,sales,1
4980,0.67,0.36,4,97,4,0,0,medium,sales,1
4981,0.89,0.74,4,174,2,0,0,low,sales,1
4982,0.8,0.96,5,124,3,0,0,low,sales,1
4983,0.3,0.51,2,178,3,0,0,low,sales,1
4984,0.14,0.73,5,266,6,0,0,low,sales,1
4985,0.91,0.8,4,181,3,0,0,low,sales,1
4986,0.49,0.81,4,233,3,0,0,low,sales,1
4987,0.57,0.68,3,254,4,0,0,low,sales,1
4988,0.59,0.62,3,219,3,0,0,low,sales,1
4989,0.5,0.7,5,166,2,0,0,low,accounting,1
4990,0.69,0.97,3,158,2,0,0,low,accounting,1
4991,0.81,0.68,3,151,3,0,0,low,accounting,1
4992,0.79,0.82,3,98,3,1,0,low,hr,1
4993,0.55,0.91,4,187,4,1,0,low,hr,1
4994,0.92,0.62,4,266,2,0,0,low,hr,1
4995,0.94,0.59,5,250,3,0,0,low,hr,1
4996,0.67,0.55,5,193,3,0,0,low,technical,1
4997,0.53,0.92,4,223,3,1,0,low,technical,1
4998,0.77,0.59,5,189,5,0,0,low,technical,1
4999,0.57,0.82,5,138,3,0,0,low,technical,1
5000,0.64,0.97,4,268,2,0,0,low,technical,1
5001,0.35,1,6,186,2,0,0,low,technical,1
5002,0.66,0.71,3,136,3,1,0,medium,technical,1
5003,0.59,0.84,4,245,3,0,0,medium,technical,1
5004,0.49,0.93,4,184,3,0,0,medium,technical,1
5005,0.91,0.99,5,152,3,0,0,medium,technical,1
5006,0.12,0.6,2,194,4,0,0,medium,technical,1
5007,0.74,0.68,3,242,5,1,0,medium,support,1
5008,0.84,0.94,4,246,2,1,0,medium,support,1
5009,0.51,0.99,4,211,3,0,0,medium,support,1
5010,0.94,0.71,4,189,3,0,0,medium,support,1
5011,0.74,0.66,3,254,2,0,0,medium,support,1
5012,0.52,0.54,5,239,3,0,0,medium,support,1
5013,0.31,0.92,4,133,6,0,0,medium,support,1
5014,0.72,0.59,3,255,2,0,0,high,support,1
5015,0.92,1,3,212,2,0,0,low,support,1
5016,0.56,0.64,3,270,3,0,0,medium,support,1
5017,0.76,0.45,5,177,6,0,0,medium,support,1
5018,0.59,0.9,4,261,4,0,0,medium,technical,1
5019,0.5,0.74,3,220,3,0,0,medium,technical,1
5020,0.88,0.72,2,144,4,1,0,low,technical,1
5021,0.86,0.49,4,274,2,0,0,low,management,1
5022,0.66,0.99,4,195,3,0,0,low,IT,1
5023,0.7,0.69,4,158,3,0,0,low,IT,1
5024,0.98,0.93,5,145,4,0,0,low,IT,1
5025,0.61,0.73,3,165,3,1,0,low,IT,1
5026,0.57,0.66,4,270,2,0,0,low,IT,1
5027,0.84,0.91,5,208,3,0,0,low,product_mng,1
5028,0.76,0.4,2,245,5,0,0,medium,product_mng,1
5029,0.64,0.99,4,180,4,0,0,medium,product_mng,1
5030,0.87,0.7,5,225,3,0,0,medium,product_mng,1
5031,0.62,0.69,3,261,2,0,0,medium,IT,1
5032,0.16,0.99,3,213,6,1,1,medium,RandD,1
5033,0.83,0.87,3,230,3,0,1,medium,RandD,1
5034,0.36,0.59,2,198,2,0,1,medium,RandD,1
5035,0.47,0.51,6,190,5,0,1,medium,RandD,1
5036,0.54,0.51,4,137,4,0,1,medium,RandD,1
5037,0.83,0.83,3,186,3,1,1,medium,marketing,1
5038,0.96,0.68,4,137,2,0,1,medium,sales,1
5039,0.91,0.74,5,192,3,0,1,medium,accounting,1
5040,0.56,0.59,4,164,3,0,1,medium,support,1
5041,0.73,0.66,6,195,3,0,1,medium,technical,1
5042,0.97,0.63,4,151,3,0,1,medium,management,1
5043,0.75,0.74,5,231,3,0,1,medium,marketing,1
5044,0.49,0.76,3,257,2,1,0,medium,marketing,1
5045,0.57,0.94,4,257,3,0,0,medium,marketing,1
5046,0.41,0.58,5,274,2,1,0,medium,sales,1
5047,0.53,0.7,3,138,2,0,0,medium,sales,1
5048,0.93,0.6,4,184,3,0,0,medium,sales,1
5049,0.58,0.9,3,151,3,0,0,medium,sales,1
5050,0.6,0.54,3,265,3,1,0,medium,sales,1
5051,0.74,0.8,4,241,2,0,0,medium,sales,1
5052,0.62,0.52,3,148,3,0,0,medium,sales,1
5053,0.7,0.76,5,165,3,0,0,medium,sales,1
5054,0.93,0.75,3,243,2,0,0,medium,sales,1
5055,0.75,0.9,4,197,2,0,0,medium,sales,1
5056,0.95,0.48,5,214,6,1,1,medium,sales,1
5057,0.43,0.98,4,164,3,0,1,medium,sales,1
5058,0.77,0.58,4,243,4,1,1,medium,sales,1
5059,0.67,1,4,145,3,1,1,medium,sales,1
5060,0.51,0.72,4,163,4,0,1,medium,sales,1
5061,0.94,0.53,5,257,2,0,1,medium,sales,1
5062,0.9,0.85,3,253,3,0,0,medium,sales,1
5063,0.8,0.78,4,234,3,0,0,medium,sales,1
5064,0.34,0.89,5,266,6,0,0,medium,sales,1
5065,0.45,0.53,3,181,4,1,0,low,accounting,1
5066,0.97,0.66,4,193,4,0,0,low,accounting,1
5067,0.5,0.48,3,163,4,0,0,low,accounting,1
5068,0.89,0.62,5,144,2,0,0,low,hr,1
5069,0.76,0.5,4,245,3,0,0,low,hr,1
5070,0.66,0.84,4,197,2,0,0,low,hr,1
5071,0.74,0.63,3,180,2,0,0,low,hr,1
5072,0.69,0.74,4,237,3,0,0,low,technical,1
5073,0.59,0.57,2,170,3,0,0,low,technical,1
5074,1,0.85,3,150,3,0,0,low,technical,1
5075,0.61,0.75,2,100,4,0,0,low,technical,1
5076,0.98,0.42,5,226,3,0,0,low,technical,1
5077,0.59,0.71,5,222,3,0,0,low,technical,1
5078,0.22,0.69,4,182,6,0,0,low,technical,1
5079,0.71,0.95,3,150,2,0,0,low,technical,1
5080,0.86,0.53,4,244,3,0,0,medium,technical,1
5081,0.65,0.59,5,271,3,0,0,medium,technical,1
5082,0.93,0.67,5,167,3,0,0,medium,technical,1
5083,0.49,0.69,2,128,2,0,0,medium,support,1
5084,0.78,0.77,3,149,4,1,0,medium,support,1
5085,0.62,0.7,4,141,4,0,0,medium,support,1
5086,0.72,0.63,3,149,2,0,0,medium,support,1
5087,0.7,0.56,4,107,6,0,0,medium,support,1
5088,0.54,0.93,5,189,2,0,0,medium,support,1
5089,0.61,0.95,4,169,4,0,0,medium,support,1
5090,0.84,0.95,4,208,3,1,0,medium,support,1
5091,0.8,0.58,3,197,3,0,0,medium,support,1
5092,0.58,0.5,4,225,3,0,0,high,support,1
5093,0.97,0.87,2,175,6,0,0,high,support,1
5094,0.92,0.55,3,172,2,0,0,high,technical,1
5095,0.96,0.51,3,237,4,0,0,high,technical,1
5096,0.73,0.87,4,155,3,1,0,high,technical,1
5097,0.73,0.71,4,148,3,0,0,high,management,1
5098,0.53,0.83,4,246,3,0,0,high,IT,1
5099,0.17,0.82,5,193,5,0,0,high,IT,1
5100,0.75,0.76,5,175,4,0,0,low,IT,1
5101,0.76,0.44,3,121,4,0,0,low,IT,1
5102,0.76,0.77,4,223,3,0,0,low,IT,1
5103,0.92,0.55,3,259,3,0,0,low,product_mng,1
5104,0.82,0.88,4,171,2,0,0,low,product_mng,1
5105,0.38,0.5,2,170,3,0,0,low,product_mng,1
5106,0.49,0.72,4,246,3,0,0,low,product_mng,1
5107,0.53,0.8,3,175,3,0,0,low,IT,1
5108,0.56,0.59,3,185,2,0,0,medium,RandD,1
5109,0.69,0.98,3,168,2,0,0,medium,RandD,1
5110,0.62,0.99,4,171,3,0,0,medium,RandD,1
5111,0.71,0.76,3,201,2,0,0,medium,RandD,1
5112,0.52,1,4,148,3,0,0,medium,RandD,1
5113,0.2,0.53,6,189,4,0,0,medium,marketing,1
5114,0.93,0.61,3,166,3,0,0,medium,sales,1
5115,0.74,0.81,4,150,2,0,0,medium,accounting,1
5116,0.78,0.45,3,253,6,0,1,medium,support,1
5117,0.85,0.79,3,243,2,0,1,medium,technical,1
5118,0.79,0.56,5,250,2,1,1,medium,management,1
5119,0.92,0.91,3,228,2,0,1,medium,marketing,1
5120,0.58,0.97,3,186,3,0,1,medium,marketing,1
5121,0.68,0.72,3,213,3,0,1,medium,marketing,1
5122,0.9,0.67,4,233,3,0,1,medium,sales,1
5123,0.67,0.71,5,265,2,0,1,medium,sales,1
5124,0.79,0.73,4,226,3,0,0,medium,sales,1
5125,0.23,0.48,5,221,6,0,0,medium,sales,1
5126,0.98,0.99,3,253,4,0,0,medium,sales,1
5127,0.8,0.75,3,134,4,0,0,medium,sales,1
5128,0.77,0.84,3,188,4,0,0,medium,sales,1
5129,1,0.91,3,160,4,0,0,medium,sales,1
5130,0.6,0.92,4,164,4,0,0,medium,sales,1
5131,0.49,0.54,6,214,3,0,0,high,sales,1
5132,0.91,0.99,5,228,4,1,0,low,sales,1
5133,0.97,0.52,5,149,3,1,0,medium,sales,1
5134,0.71,0.76,3,175,2,0,0,medium,sales,1
5135,0.62,0.91,3,195,3,0,0,medium,sales,1
5136,0.61,0.92,3,222,4,0,0,medium,sales,1
5137,0.21,0.6,5,249,4,0,0,medium,sales,1
5138,0.64,0.97,2,226,3,1,0,medium,sales,1
5139,0.61,0.65,2,117,2,1,0,medium,sales,1
5140,0.58,0.75,4,255,3,0,0,medium,sales,1
5141,0.41,0.9,6,155,2,0,0,medium,accounting,1
5142,0.98,0.73,5,185,3,0,0,medium,accounting,1
5143,0.5,0.88,4,275,5,0,0,low,accounting,1
5144,0.98,0.61,3,226,2,0,0,low,hr,1
5145,0.4,0.85,4,198,2,0,0,low,hr,1
5146,0.63,0.92,2,198,2,0,0,low,hr,1
5147,0.75,0.53,4,251,3,0,0,low,hr,1
5148,0.82,0.84,3,237,2,0,0,low,technical,1
5149,0.55,0.62,5,197,2,0,0,low,technical,1
5150,0.44,0.36,2,136,3,0,0,high,technical,1
5151,0.92,0.88,3,184,3,1,0,low,technical,1
5152,0.57,0.56,2,159,3,0,0,high,technical,1
5153,0.73,0.86,4,133,3,0,0,high,technical,1
5154,0.82,0.92,5,198,3,0,0,low,technical,1
5155,0.54,0.75,3,260,2,0,0,low,technical,1
5156,0.64,0.95,3,154,4,0,0,high,technical,1
5157,0.99,0.76,4,185,5,0,0,low,technical,1
5158,0.19,0.92,5,193,6,0,0,medium,technical,1
5159,0.86,0.96,4,167,3,0,0,high,support,1
5160,0.65,0.66,5,165,3,0,0,medium,support,1
5161,0.52,0.81,3,253,2,0,0,medium,support,1
5162,0.85,0.49,4,142,3,0,0,medium,support,1
5163,0.61,0.64,5,186,4,0,0,medium,support,1
5164,0.77,0.57,4,203,3,1,0,high,support,1
5165,0.54,0.94,4,217,2,0,0,medium,support,1
5166,0.76,0.74,4,187,3,0,0,medium,support,1
5167,0.79,0.9,3,152,4,0,0,medium,support,1
5168,0.89,0.93,5,150,2,0,0,high,support,1
5169,0.6,0.8,3,191,2,0,0,medium,support,1
5170,0.51,0.58,4,140,3,0,0,high,technical,1
5171,0.2,0.72,5,123,2,1,0,low,technical,1
5172,0.93,0.6,5,170,2,0,0,medium,technical,1
5173,0.77,0.54,3,227,4,0,0,medium,management,1
5174,0.8,0.87,4,220,2,0,0,medium,IT,1
5175,0.8,0.97,5,258,3,0,0,medium,IT,1
5176,0.62,0.92,5,149,3,0,0,low,IT,1
5177,0.79,0.72,4,192,3,0,0,low,IT,1
5178,0.88,0.73,5,267,3,0,0,low,IT,1
5179,0.96,0.73,5,169,3,1,0,low,product_mng,1
5180,0.34,0.69,2,178,3,0,0,low,product_mng,1
5181,0.34,0.65,2,165,4,0,0,low,product_mng,1
5182,0.88,0.85,4,231,3,0,0,low,product_mng,1
5183,0.66,0.61,3,260,3,0,0,low,IT,1
5184,0.55,0.71,4,181,2,1,0,low,RandD,1
5185,0.59,0.51,3,243,2,0,0,low,RandD,1
5186,0.62,0.73,4,191,3,0,0,high,RandD,1
5187,0.78,0.93,3,200,3,0,0,low,RandD,1
5188,0.73,0.75,5,265,3,0,0,low,RandD,1
5189,0.71,0.94,4,246,3,0,0,low,marketing,1
5190,0.97,0.86,3,187,2,0,0,low,sales,1
5191,0.21,0.74,5,141,4,0,0,high,accounting,1
5192,0.52,0.96,4,246,3,0,0,low,support,1
5193,0.73,0.88,4,236,3,1,0,low,technical,1
5194,0.74,0.83,3,170,3,0,0,low,management,1
5195,0.26,0.71,6,189,2,0,0,high,marketing,1
5196,0.52,0.78,4,237,3,0,0,low,marketing,1
5197,0.69,0.54,4,180,3,0,0,medium,marketing,1
5198,0.79,0.59,2,157,6,0,0,high,sales,1
5199,0.93,0.62,4,258,3,0,0,medium,sales,1
5200,0.34,0.87,4,283,2,0,0,high,sales,1
5201,0.77,0.52,4,216,3,0,0,medium,sales,1
5202,0.36,0.73,3,187,3,0,0,medium,sales,1
5203,0.93,0.58,3,215,3,0,0,medium,sales,1
5204,0.7,0.58,3,211,3,0,0,medium,sales,1
5205,0.51,0.49,4,182,2,0,0,medium,sales,1
5206,0.83,0.78,3,165,3,1,0,medium,sales,1
5207,0.89,0.89,4,265,2,0,0,medium,sales,1
5208,0.94,0.59,3,137,2,0,0,medium,sales,1
5209,0.8,0.55,4,269,3,0,0,high,sales,1
5210,0.74,0.66,3,177,2,0,0,low,sales,1
5211,0.5,0.91,3,240,2,0,0,medium,sales,1
5212,0.54,0.84,4,174,2,0,0,medium,sales,1
5213,0.5,0.54,3,134,3,0,0,medium,sales,1
5214,0.17,0.91,2,271,4,0,0,medium,sales,1
5215,0.57,0.53,5,216,2,1,0,medium,sales,1
5216,0.8,0.51,4,213,3,0,0,medium,sales,1
5217,0.45,0.64,5,133,4,0,0,medium,accounting,1
5218,0.87,0.5,4,267,2,1,0,medium,accounting,1
5219,0.98,0.64,3,263,4,0,0,medium,accounting,1
5220,0.55,0.8,4,260,3,0,0,high,hr,1
5221,0.53,0.5,4,185,3,0,0,low,hr,1
5222,0.75,0.48,2,284,6,0,0,low,hr,1
5223,0.96,0.59,3,229,3,0,0,low,hr,1
5224,0.71,0.97,3,189,3,1,0,high,technical,1
5225,0.7,0.63,3,209,3,0,0,low,technical,1
5226,0.33,0.94,4,166,6,0,0,low,technical,1
5227,0.93,0.94,3,183,2,0,0,low,technical,1
5228,0.64,0.65,3,181,2,0,0,high,technical,1
5229,0.27,0.45,3,239,4,0,0,low,technical,1
5230,0.99,0.99,3,158,2,0,0,low,technical,1
5231,0.81,0.62,3,187,3,0,0,low,technical,1
5232,0.6,0.91,4,236,3,0,0,low,technical,1
5233,0.32,0.4,6,162,5,0,0,low,technical,1
5234,0.48,0.68,4,163,2,1,0,low,technical,1
5235,0.87,0.51,4,173,3,0,0,low,support,1
5236,0.91,0.79,5,273,4,1,0,medium,support,1
